16500000000,-52.4579090157
16505002501.2506,-52.287871587
16510005002.5013,-51.9648162031
16515007503.7519,-51.7100625707
16520010005.0025,-51.5674104576
16525012506.2531,-51.6131262284
16530015007.5038,-51.6783601212
16535017508.7544,-51.9592936907
16540020010.005,-52.2640619961
16545022511.2556,-52.6449225477
16550025012.5063,-53.0815811712
16555027513.7569,-53.390688104
16560030015.0075,-53.6667368887
16565032516.2581,-53.9902539489
16570035017.5088,-54.0280392964
16575037518.7594,-54.1006935828
16580040020.01,-53.9160370581
16585042521.2606,-53.7390826138
16590045022.5113,-53.553706598
16595047523.7619,-53.2417010595
16600050025.0125,-52.932638177
16605052526.2631,-52.7357280083
16610055027.5138,-52.6182432141
16615057528.7644,-52.5678396216
16620060030.015,-52.6987181
16625062531.2656,-52.8121648691
16630065032.5163,-53.0957814883
16635067533.7669,-53.4407966988
16640070035.0175,-53.7182108698
16645072536.2681,-53.9331183693
16650075037.5188,-54.0453864032
16655077538.7694,-54.1562365397
16660080040.02,-54.2184504285
16665082541.2706,-54.1477502821
16670085042.5213,-54.0736951356
16675087543.7719,-53.9041857686
16680090045.0225,-53.6534333074
16685092546.2731,-53.3477621243
16690095047.5238,-53.0946397323
16695097548.7744,-52.8401568426
16700100050.025,-52.5593258179
16705102551.2756,-52.4768815953
16710105052.5263,-52.4301795348
16715107553.7769,-52.5955486564
16720110055.0275,-52.8920843546
16725112556.2781,-53.1710367756
16730115057.5288,-53.512037406
16735117558.7794,-53.8332321441
16740120060.03,-54.0610764953
16745122561.2806,-54.2877739349
16750125062.5313,-54.3257371723
16755127563.7819,-54.3147018212
16760130065.0325,-54.2366720394
16765132566.2831,-54.0472118026
16770135067.5338,-53.6965053583
16775137568.7844,-53.3256596613
16780140070.035,-52.929043224
16785142571.2856,-52.6448809857
16790145072.5363,-52.4108552151
16795147573.7869,-52.3011033223
16800150075.0375,-52.3201878667
16805152576.2881,-52.5635331845
16810155077.5388,-52.7597284393
16815157578.7894,-53.0603609042
16820160080.04,-53.3275683904
16825162581.2906,-53.5857925152
16830165082.5413,-53.7277884904
16835167583.7919,-53.8354527709
16840170085.0425,-53.8528948959
16845172586.2931,-53.7841172463
16850175087.5438,-53.5965840011
16855177588.7944,-53.4748810499
16860180090.045,-53.1360632442
16865182591.2956,-52.8301990213
16870185092.5463,-52.6160122759
16875187593.7969,-52.3056979346
16880190095.0475,-52.1508107784
16885192596.2981,-52.0214017712
16890195097.5488,-52.0193313375
16895197598.7994,-52.1558736153
16900200100.05,-52.397221088
16905202601.3007,-52.6057333602
16910205102.5513,-52.8262999573
16915207603.8019,-53.044346206
16920210105.0525,-53.1483401158
16925212606.3032,-53.2844646204
16930215107.5538,-53.314648053
16935217608.8044,-53.2408463193
16940220110.055,-53.3190833201
16945222611.3057,-53.1931052574
16950225112.5563,-52.96724463
16955227613.8069,-52.8735671166
16960230115.0575,-52.7093033683
16965232616.3082,-52.5697466585
16970235117.5588,-52.3548793832
16975237618.8094,-52.339414524
16980240120.06,-52.4003305143
16985242621.3107,-52.5266086819
16990245122.5613,-52.7996620755
16995247623.8119,-53.0994488435
17000250125.0625,-53.3225618224
17005252626.3132,-53.5567402056
17010255127.5638,-53.7734628648
17015257628.8144,-53.9153213801
17020260130.065,-53.9695114238
17025262631.3157,-53.9347680789
17030265132.5663,-53.8856088062
17035267633.8169,-53.715349793
17040270135.0675,-53.5638940946
17045272636.3182,-53.3759896715
17050275137.5688,-53.1476655305
17055277638.8194,-52.9331878545
17060280140.07,-52.7701803854
17065282641.3207,-52.6929568615
17070285142.5713,-52.7158404177
17075287643.8219,-52.8227601697
17080290145.0725,-52.9895992537
17085292646.3232,-53.2795130047
17090295147.5738,-53.5893636497
17095297648.8244,-53.7506750848
17100300150.075,-53.4990022028
17105302651.3257,-53.6257864554
17110305152.5763,-53.7326494911
17115307653.8269,-53.6574800555
17120310155.0775,-53.6171201279
17125312656.3282,-53.510485598
17130315157.5788,-53.3366484723
17135317658.8294,-53.1239371058
17140320160.08,-53.0303307084
17145322661.3307,-52.7934999047
17150325162.5813,-52.5908075001
17155327663.8319,-52.5571732973
17160330165.0825,-52.6440521495
17165332666.3332,-52.7667915633
17170335167.5838,-52.9171367804
17175337668.8344,-53.237575905
17180340170.085,-53.6164841937
17185342671.3357,-53.9804792213
17190345172.5863,-54.25759172
17195347673.8369,-54.5586299403
17200350175.0875,-54.693221304
17205352676.3382,-54.8891199326
17210355177.5888,-54.9511108206
17215357678.8394,-54.9047885903
17220360180.09,-54.8151655865
17225362681.3407,-54.6698222626
17230365182.5913,-54.5505830254
17235367683.8419,-54.4381174454
17240370185.0925,-54.376052995
17245372686.3432,-54.3162508582
17250375187.5938,-54.4441290684
17255377688.8444,-54.5341668893
17260380190.095,-54.8299678874
17265382691.3457,-55.1297987682
17270385192.5963,-55.3889364836
17275387693.8469,-55.6671846715
17280390195.0975,-55.9596362781
17285392696.3482,-56.1161670325
17290395197.5988,-56.2465593259
17295397698.8494,-56.4000967542
17300400200.1001,-56.4496466781
17305402701.3507,-56.4264154008
17310405202.6013,-56.3272781854
17315407703.8519,-56.2595670487
17320410205.1026,-56.1632961899
17325412706.3532,-56.0680403741
17330415207.6038,-55.9603813816
17335417708.8544,-55.8992361156
17340420210.1051,-55.9292853295
17345422711.3557,-55.9698165177
17350425212.6063,-56.0345421957
17355427713.8569,-56.124062803
17360430215.1076,-56.2336748954
17365432716.3582,-56.3410378586
17370435217.6088,-56.423821853
17375437718.8594,-56.5346122065
17380440220.1101,-56.5005901249
17385442721.3607,-56.5742657224
17390445222.6113,-56.5426392106
17395447723.8619,-56.3643774479
17400450225.1126,-56.3559878527
17405452726.3632,-56.173641109
17410455227.6138,-56.0770783847
17415457728.8644,-55.9437333926
17420460230.1151,-55.8289495636
17425462731.3657,-55.8269682448
17430465232.6163,-55.8466397097
17435467733.8669,-55.9558451748
17440470235.1176,-55.9718090342
17445472736.3682,-56.0884021654
