Trace
Swept SA
A.17.55,N9010A
17425462731.3657,-56.0521921946588
17430465232.6163,-56.0298411367762
17435467733.8669,-56.0260245884171
17440470235.1176,-56.0967265296421
17445472736.3682,-56.2133630309643
17450475237.6188,-56.3866359493753
17455477738.8694,-56.4419444967316
17460480240.1201,-56.4818751670458
17465482741.3707,-56.4906474500986
17470485242.6213,-56.5066813152127
17475487743.8719,-56.5287529651463
17480490245.1226,-56.3711482058496
17485492746.3732,-56.3041025141516
17490495247.6238,-56.2606403219308
17495497748.8744,-56.1412359257611
17500500250.1251,-55.9676852987511
17505502751.3757,-55.8351800377622
17510505252.6263,-55.7790817062862
17515507753.8769,-55.6567580228094
17520510255.1276,-55.6570555317935
17525512756.3782,-55.588221215259
17530515257.6288,-55.715688900745
17535517758.8794,-55.6819502720133
17540520260.1301,-55.7621952465711
17545522761.3807,-55.6757691648993
17550525262.6313,-55.7150590219121
17555527763.8819,-55.7247115665479
17560530265.1326,-55.6696251032406
17565532766.3832,-55.5751387902819
17570535267.6338,-55.5078118235502
17575537768.8844,-55.3683338289833
17580540270.1351,-55.2887089332689
17585542771.3857,-55.2069851974883
17590545272.6363,-55.057271336951
17595547773.8869,-54.998735122158
17600550275.1376,-54.9096047916557
17605552776.3882,-54.8631079683557
17610555277.6388,-54.8084505230864
17615557778.8894,-54.8221931894915
17620560280.1401,-54.8170748723994
17625562781.3907,-54.8498854491659
17630565282.6413,-54.9640485696089
17635567783.8919,-55.0034064957507
17640570285.1426,-55.134191710722
17645572786.3932,-55.1728461920782
17650575287.6438,-55.221032324216
17655577788.8944,-55.2638249295864
17660580290.1451,-55.3251746046015
17665582791.3957,-55.3873682320555
17670585292.6463,-55.3377276153367
17675587793.897,-55.3942949357457
17680590295.1476,-55.3307739396168
17685592796.3982,-55.3763214520014
17690595297.6488,-55.2800477769159
17695597798.8994,-55.195378880346
17700600300.1501,-55.1974416363556
17705602801.4007,-55.2239497364061
17710605302.6513,-55.357002968444
17715607803.902,-55.4110730572062
17720610305.1526,-55.4926947227582
17725612806.4032,-55.5539598895962
17730615307.6538,-55.6653824135148
17735617808.9045,-55.8130166232115
17740620310.1551,-55.9770379773196
17745622811.4057,-56.0632151844813
17750625312.6563,-56.1941057373949
17755627813.907,-56.3648684778593
17760630315.1576,-56.4509818748763
17765632816.4082,-56.545698961266
17770635317.6588,-56.6591993840877
17775637818.9095,-56.7031061914693
17780640320.1601,-56.8694323770563
17785642821.4107,-56.8207336190588
17790645322.6613,-56.8306889563173
17795647823.912,-56.9292004292533
17800650325.1626,-56.9056540545271
17805652826.4132,-56.9231434656867
17810655327.6638,-57.0137437433313
17815657828.9145,-57.0879189837814
17820660330.1651,-57.2363639573151
17825662831.4157,-57.4760791281118
17830665332.6663,-57.6610518058071
17835667833.917,-57.821622514329
17840670335.1676,-58.0559062202038
17845672836.4182,-58.1559985978331
17850675337.6688,-58.4243131286402
17855677838.9195,-58.5462723865571
17860680340.1701,-58.6957109083868
17865682841.4207,-58.7936666014678
17870685342.6713,-58.8249436127171
17875687843.922,-58.8518443879918
17880690345.1726,-58.8463319869908
17885692846.4232,-58.819748736229
17890695347.6738,-58.8485638327527
17895697848.9245,-58.7990073480454
17900700350.1751,-58.8800729801616
17905702851.4257,-58.9501108596049
17910705352.6763,-59.0643465858433
17915707853.927,-59.0776459629169
17920710355.1776,-59.2373174204517
17925712856.4282,-59.3865819356643
17930715357.6788,-59.4577820087593
17935717858.9295,-59.665514982635
17940720360.1801,-59.7028386536674
17945722861.4307,-59.768591497306
17950725362.6813,-59.9228207048563
17955727863.932,-60.0206647556975
17960730365.1826,-60.1164228931912
17965732866.4332,-60.0278597439659
17970735367.6838,-60.1234381341308
17975737868.9345,-60.1584403241867
17980740370.1851,-60.1386230495325
17985742871.4357,-60.1393144618274
17990745372.6863,-60.1553796259393
17995747873.937,-60.0903320710958
18000750375.1876,-59.9768761337338
18005752876.4382,-59.9647895459745
18010755377.6888,-59.9597687989764
18015757878.9395,-59.9373553047113
18020760380.1901,-59.927246728614
18025762881.4407,-59.8863763268723
18030765382.6913,-59.8940050879149
18035767883.942,-59.9087211560113
18040770385.1926,-59.9748494058919
18045772886.4432,-59.9196038449043
18050775387.6938,-59.9495155074503
18055777888.9445,-59.8254090082941
18060780390.1951,-59.8263527512132
18065782891.4457,-59.6958560061437
18070785392.6964,-59.6416544064221
18075787893.947,-59.4781489533124
18080790395.1976,-59.3872547048186
18085792896.4482,-59.2406217688002
18090795397.6988,-59.1591269447863
18095797898.9495,-58.9812404908431
18100800400.2001,-58.8448857941297
18105802901.4507,-58.7092876953488
18110805402.7014,-58.681963374908
18115807903.952,-58.5341048250597
18120810405.2026,-58.3805711725859
18125812906.4532,-58.3422704900248
18130815407.7039,-58.2805325647847
18135817908.9545,-58.1593849008776
18140820410.2051,-58.1089529572076
18145822911.4557,-57.9473206728956
18150825412.7064,-57.7850717056331
18155827913.957,-57.7356939642972
18160830415.2076,-57.6574110325256
18165832916.4582,-57.5060689030582
18170835417.7089,-57.3366595434271
18175837918.9595,-57.2960500979508
18180840420.2101,-57.2284097623325
18185842921.4607,-57.1727540639726
18190845422.7114,-57.0967116019224
18195847923.962,-57.0391528987473
18200850425.2126,-56.9738616060792
18205852926.4632,-57.0010436478785
18210855427.7139,-56.9264467192217
18215857928.9645,-56.8831382199721
18220860430.2151,-56.8870125925715
18225862931.4657,-56.919387246538
18230865432.7164,-56.8353538982993
18235867933.967,-56.8515495015391
18240870435.2176,-56.7416248028013
18245872936.4682,-56.7542664341069
18250875437.7189,-56.7257266971039
18255877938.9695,-56.5843915468561
18260880440.2201,-56.5241535294292
18265882941.4707,-56.4641701678625
18270885442.7214,-56.3766484176359
18275887943.972,-56.4110439987934
18280890445.2226,-56.4697356264682
18285892946.4732,-56.4988665336146
18290895447.7239,-56.6201923388391
18295897948.9745,-56.7067681126228
18300900450.2251,-56.9009285474398
18305902951.4757,-57.0274765415663
18310905452.7264,-57.2247533255432
18315907953.977,-57.3067419958197
18320910455.2276,-57.365217708205
18325912956.4782,-57.4175844115308
18330915457.7289,-57.5104601029664
18335917958.9795,-57.643734284827
18340920460.2301,-57.5604703604127
18345922961.4807,-57.4497925602324
18350925462.7314,-57.5007639051306
18355927963.982,-57.508478070797
18360930465.2326,-57.6733460069628
18365932966.4832,-57.7144593934683
18370935467.7339,-57.9264812286629
18375937968.9845,-58.0489078823328
18380940470.2351,-58.2777514033035
18385942971.4857,-58.5127643308278
18390945472.7364,-58.642558004825
18395947973.987,-58.9390269752424
18400950475.2376,-59.0654137470901
18405952976.4882,-59.1771128345057
18410955477.7389,-59.2132795239841
18415957978.9895,-59.3591497209113
18420960480.2401,-59.4654128246999
18425962981.4907,-59.4543195690812
18430965482.7414,-59.6079516875505
18435967983.992,-59.5278793205563
18440970485.2426,-59.5290036154752
18445972986.4932,-59.5497448296051
18450975487.7439,-59.5576596782819
18455977988.9945,-59.5937428057295
18460980490.2451,-59.629741445876
18465982991.4957,-59.710847351956
18470985492.7464,-59.7317865740936
18475987993.997,-59.8011681123891
18480990495.2476,-59.8677412719467
18485992996.4982,-59.9794896084685
18490995497.7489,-60.1049543199719
18495997998.9995,-60.280314799152
18501000500.2501,-60.3148737854488
18506003001.5008,-60.46484373907
18511005502.7514,-60.5052465804677
18516008004.002,-60.6351816362177
18521010505.2526,-60.6543268531683
18526013006.5033,-60.6155054245711
18531015507.7539,-60.6776731618349
18536018009.0045,-60.6152999699936
18541020510.2551,-60.6108675968065
18546023011.5058,-60.5866498708943
18551025512.7564,-60.5042282174508
18556028014.007,-60.5241863268764
18561030515.2576,-60.4034984910262
18566033016.5083,-60.4867014968105
18571035517.7589,-60.5369149515495
18576038019.0095,-60.5022923116898
18581040520.2601,-60.5764347995438
18586043021.5108,-60.6018297676879
18591045522.7614,-60.6361109945522
18596048024.012,-60.6040635263239
18601050525.2626,-60.6429686586492
18606053026.5133,-60.6614199466226
18611055527.7639,-60.6797396143658
18616058029.0145,-60.6859106619798
18621060530.2651,-60.6144452360063
18626063031.5158,-60.6530589223066
18631065532.7664,-60.5739081217552
18636068034.017,-60.5169507395344
18641070535.2676,-60.4924901418319
18646073036.5183,-60.4256710502348
18651075537.7689,-60.335979241916
18656078039.0195,-60.3824535395732
18661080540.2701,-60.3036229659232
18666083041.5208,-60.2707774404521
18671085542.7714,-60.245788602539
18676088044.022,-60.2180326992965
18681090545.2726,-60.179565276752
18686093046.5233,-60.2443893639903
18691095547.7739,-60.1600167399212
18696098049.0245,-60.1818903933352
18701100550.2751,-60.1000625399625
18706103051.5258,-59.999695938179
18711105552.7764,-59.8511782213494
18716108054.027,-59.7983280550827
18721110555.2776,-59.6144729896584
18726113056.5283,-59.5825608596447
18731115557.7789,-59.5240300956558
18736118059.0295,-59.4376833358835
18741120560.2801,-59.3474328909503
18746123061.5308,-59.2984487802458
18751125562.7814,-59.3272463759996
18756128064.032,-59.2584694134174
18761130565.2826,-59.2270726438342
18766133066.5333,-59.2330867473749
18771135567.7839,-59.2272869191734
18776138069.0345,-59.1388821538816
18781140570.2851,-59.1263352525134
18786143071.5358,-59.0697925448159
18791145572.7864,-58.9466597548896
18796148074.037,-58.9149368153513
18801150575.2876,-58.7479336413644
18806153076.5383,-58.7174908452063
18811155577.7889,-58.5991034337754
18816158079.0395,-58.6151010982796
18821160580.2901,-58.5490019030398
18826163081.5408,-58.5405814233901
18831165582.7914,-58.5194717492757
18836168084.042,-58.5687905320063
18841170585.2926,-58.4837026419619
18846173086.5433,-58.6476197062445
18851175587.7939,-58.5589019784305
18856178089.0445,-58.5706056779975
18861180590.2951,-58.5667044760834
18866183091.5458,-58.5405111324656
18871185592.7964,-58.5504709354171
18876188094.047,-58.575875967465
18881190595.2976,-58.5279657054984
18886193096.5483,-58.5401117658664
18891195597.7989,-58.5181925389214
18896198099.0495,-58.5360904355748
18901200600.3001,-58.4913173475041
18906203101.5508,-58.4968501039989
18911205602.8014,-58.4006119803013
18916208104.052,-58.3520722179163
18921210605.3027,-58.3640229957235
18926213106.5533,-58.4036395451618
18931215607.8039,-58.4742142529239
18936218109.0545,-58.5560816417079
18941220610.3052,-58.6893119424746
18946223111.5558,-58.8613696159838
18951225612.8064,-58.9000116900327
18956228114.057,-59.0482555817736
18961230615.3077,-59.1976208132837
18966233116.5583,-59.191200342437
18971235617.8089,-59.2793724462891
18976238119.0595,-59.3475597442273
18981240620.3102,-59.3805898704604
18986243121.5608,-59.3429178754843
18991245622.8114,-59.3874152534187
18996248124.062,-59.3837047499333
19001250625.3127,-59.3372677861151
19006253126.5633,-59.5009459664481
19011255627.8139,-59.4798218445432
19016258129.0645,-59.5337995691911
19021260630.3152,-59.6130473699662
19026263131.5658,-59.6970554229032
19031265632.8164,-59.7926561063312
19036268134.067,-59.9055085813312
19041270635.3177,-59.9883860027109
19046273136.5683,-60.0597228811609
19051275637.8189,-60.130513819349
19056278139.0695,-60.1892285750949
19061280640.3202,-60.2274163258781
19066283141.5708,-60.2957230395085
19071285642.8214,-60.4147409797544
19076288144.072,-60.3635735695748
19081290645.3227,-60.4800502009199
19086293146.5733,-60.4945953800657
19091295647.8239,-60.5468074525961
19096298149.0745,-60.5499060541149
19101300650.3252,-60.5474283377582
19106303151.5758,-60.5538552062524
19111305652.8264,-60.4981309693627
19116308154.077,-60.3958961067482
19121310655.3277,-60.4511606574994
19126313156.5783,-60.4462520141898
19131315657.8289,-60.3621894042913
19136318159.0795,-60.3288852938964
19141320660.3302,-60.3331742893092
19146323161.5808,-60.3571231936985
19151325662.8314,-60.3226979805332
19156328164.082,-60.3156699860737
19161330665.3327,-60.3670611702856
19166333166.5833,-60.3716649433394
19171335667.8339,-60.3950667126687
19176338169.0845,-60.416752558422
19181340670.3352,-60.4231725241844
19186343171.5858,-60.5031084805911
19191345672.8364,-60.4796925771821
19196348174.087,-60.5382892615184
19201350675.3377,-60.6572315140844
19206353176.5883,-60.6264711081224
19211355677.8389,-60.6497577841237
19216358179.0895,-60.6915880266429
19221360680.3402,-60.611664523702
19226363181.5908,-60.6033552308443
19231365682.8414,-60.5497066758268
19236368184.092,-60.5899873560082
19241370685.3427,-60.5587506814452
19246373186.5933,-60.5298161565928
19251375687.8439,-60.4638210277457
19256378189.0945,-60.5136596143654
19261380690.3452,-60.4326154044988
19266383191.5958,-60.5049467819475
19271385692.8464,-60.5947118331229
19276388194.0971,-60.6275928480289
19281390695.3477,-60.6766189165327
19286393196.5983,-60.7518793512857
19291395697.8489,-60.7419250438552
19296398199.0995,-60.6908991129926
19301400700.3502,-60.7048114266277
19306403201.6008,-60.5800324632865
19311405702.8514,-60.5789595397901
19316408204.1021,-60.4987336859097
19321410705.3527,-60.4868085233896
19326413206.6033,-60.3091289229568
19331415707.8539,-60.3284626992684
19336418209.1046,-60.2748311000338
19341420710.3552,-60.25479739033
19346423211.6058,-60.3886643737294
19351425712.8564,-60.4300873019233
19356428214.1071,-60.408595529065
19361430715.3577,-60.4782529302364
19366433216.6083,-60.5357490910036
19371435717.8589,-60.5841023096647
19376438219.1096,-60.6122808706271
19381440720.3602,-60.628769311785
19386443221.6108,-60.6092643735571
19391445722.8614,-60.630009727472
19396448224.1121,-60.5370502381851
19401450725.3627,-60.5655163048305
19406453226.6133,-60.5815797241374
19411455727.8639,-60.5261163370204
19416458229.1146,-60.5855326459288
19421460730.3652,-60.5852255776757
19426463231.6158,-60.608564824055
19431465732.8664,-60.5912636796811
19436468234.1171,-60.6413511412685
19441470735.3677,-60.6231004522607
19446473236.6183,-60.5728010323043
19451475737.8689,-60.6107448905792
19456478239.1196,-60.5614050264763
19461480740.3702,-60.5503748577635
19466483241.6208,-60.5091170204298
19471485742.8714,-60.391267130959
19476488244.1221,-60.357290987421
19481490745.3727,-60.2266223121934
19486493246.6233,-60.1468996179927
19491495747.8739,-60.1353262090482
19496498249.1246,-60.1290538799479
19501500750.3752,-60.1038550976703
19506503251.6258,-60.0250416368379
19511505752.8764,-60.0099547543697
19516508254.1271,-59.9899844723715
19521510755.3777,-60.0075387611751
19526513256.6283,-60.0076108426989
19531515757.8789,-60.0763982218625
19536518259.1296,-60.0157032340597
19541520760.3802,-60.1315928879045
19546523261.6308,-60.1362169292056
19551525762.8814,-60.0209203835871
19556528264.1321,-59.973658299086
19561530765.3827,-59.9674785651365
19566533266.6333,-59.8614084307946
19571535767.8839,-59.8108570929463
19576538269.1346,-59.7785681974132
19581540770.3852,-59.7050989171568
19586543271.6358,-59.576115439505
19591545772.8864,-59.5054852007912
19596548274.1371,-59.4362357942715
19601550775.3877,-59.3423148295163
19606553276.6383,-59.3416610039502
19611555777.8889,-59.2050914311961
19616558279.1396,-59.2061874022186
19621560780.3902,-59.0985092165252
19626563281.6408,-59.1895329887848
19631565782.8914,-59.2017386197694
19636568284.1421,-59.1612068072457
19641570785.3927,-59.1935017636206
19646573286.6433,-59.2888274762151
19651575787.8939,-59.3081824362891
19656578289.1446,-59.3748600077683
19661580790.3952,-59.4262793967759
19666583291.6458,-59.416971934556
19671585792.8964,-59.4651579643244
19676588294.1471,-59.3996689717133
19681590795.3977,-59.3468936242312
19686593296.6483,-59.3383547754942
19691595797.8989,-59.2544373320097
19696598299.1496,-59.1081645861923
19701600800.4002,-58.9653027353845
19706603301.6508,-58.9479859639485
19711605802.9015,-58.9137750163915
19716608304.1521,-58.9731279435398
19721610805.4027,-59.0556723109857
19726613306.6533,-59.0641073749903
19731615807.904,-59.2842282735432
19736618309.1546,-59.4614191782068
19741620810.4052,-59.5886264693636
19746623311.6558,-59.6562771979723
19751625812.9065,-59.7054721343728
19756628314.1571,-59.7376339186959
19761630815.4077,-59.6700434770074
19766633316.6583,-59.6004378019042
19771635817.909,-59.4892514330991
19776638319.1596,-59.349211887047
19781640820.4102,-59.2507067056942
19786643321.6608,-59.1408504748486
19791645822.9115,-59.1554149002717
19796648324.1621,-59.1516764134493
19801650825.4127,-59.2622533900676
19806653326.6633,-59.3481336579697
19811655827.914,-59.4668347782433
19816658329.1646,-59.6012031826374
19821660830.4152,-59.6888315893197
19826663331.6658,-59.8577291804195
19831665832.9165,-59.9801846057742
19836668334.1671,-59.9592574258489
19841670835.4177,-60.007610723935
19846673336.6683,-59.9640904283006
19851675837.919,-59.9785836804359
19856678339.1696,-59.9441479706171
19861680840.4202,-59.8046342618288
19866683341.6708,-59.8834454503816
19871685842.9215,-59.8790832937223
19876688344.1721,-59.937037379512
19881690845.4227,-59.9949812090187
19886693346.6733,-60.0948978066575
19891695847.924,-60.2922932006706
19896698349.1746,-60.4365169255361
19901700850.4252,-60.6697579930153
19906703351.6758,-60.8156083669941
19911705852.9265,-60.9768575405494
19916708354.1771,-61.1076219554764
19921710855.4277,-61.220250655495
19926713356.6783,-61.3074700284548
19931715857.929,-61.249291512471
19936718359.1796,-61.2862259857793
19941720860.4302,-61.1979382237781
19946723361.6808,-61.1273834558374
19951725862.9315,-61.0480632782993
19956728364.1821,-60.9711611955629
19961730865.4327,-60.8871094553544
19966733366.6833,-60.9186871324621
19971735867.934,-60.8511050981972
19976738369.1846,-60.9152827135995
19981740870.4352,-60.9647424066748
19986743371.6858,-61.0425695657228
19991745872.9365,-61.221765947299
19996748374.1871,-61.2707810348053
20001750875.4377,-61.3435174236872
20006753376.6883,-61.4496280978067
20011755877.939,-61.4257908748176
20016758379.1896,-61.4779233622671
20021760880.4402,-61.4062497661209
20026763381.6908,-61.4401914403702
20031765882.9415,-61.2811822390609
20036768384.1921,-61.1647168330246
20041770885.4427,-61.0765710809515
20046773386.6933,-60.9937972367466
20051775887.944,-60.896540087398
20056778389.1946,-60.8438727090541
20061780890.4452,-60.7335695410773
20066783391.6958,-60.7578509881571
20071785892.9465,-60.7143581112787
20076788394.1971,-60.7419002030169
20081790895.4477,-60.7812535235027
20086793396.6983,-60.858870999282
20091795897.949,-60.7936465459628
20096798399.1996,-60.8340697183839
20101800900.4502,-60.9277087162413
20106803401.7009,-60.9696248142637
20111805902.9515,-60.9545659094729
20116808404.2021,-60.784138112075
20121810905.4527,-60.6998959362799
20126813406.7034,-60.6208941778142
20131815907.954,-60.4791731524869
20136818409.2046,-60.2182101396941
20141820910.4552,-60.0739621343939
20146823411.7059,-59.9157895372736
20151825912.9565,-59.6970270080284
20156828414.2071,-59.5857221113931
20161830915.4577,-59.4475950529189
20166833416.7084,-59.3903482067178
20171835917.959,-59.3010815049192
20176838419.2096,-59.3339925843237
20181840920.4602,-59.3375137908463
20186843421.7109,-59.4370339480527
20191845922.9615,-59.4960530928871
20196848424.2121,-59.5878550721746
20201850925.4627,-59.5375325945656
20206853426.7134,-59.594556625994
20211855927.964,-59.510667007153
20216858429.2146,-59.4490444633497
20221860930.4652,-59.3928781771129
20226863431.7159,-59.2379947976195
20231865932.9665,-59.1692771080488
20236868434.2171,-59.0342715461883
20241870935.4677,-58.9662554240173
20246873436.7184,-58.8574095016865
20251875937.969,-58.9132826046946
20256878439.2196,-58.9785109967057
20261880940.4702,-59.1071994790684
20266883441.7209,-59.223515080391
20271885942.9715,-59.3977442217116
20276888444.2221,-59.4564240812014
20281890945.4727,-59.3797212667503
20286893446.7234,-59.3463838305381
20291895947.974,-59.1829555386389
20296898449.2246,-58.9943686297744
20301900950.4752,-58.7758804731095
20306903451.7259,-58.616540311281
20311905952.9765,-58.3789129709025
20316908454.2271,-58.2376164895088
20321910955.4777,-57.9769504333588
20326913456.7284,-57.7914647692634
20331915957.979,-57.7243297415799
20336918459.2296,-57.5713854662882
20341920960.4802,-57.575309654354
20346923461.7309,-57.7437070308641
20351925962.9815,-57.868789778306
20356928464.2321,-58.0482420893706
20361930965.4827,-58.3052091629836
20366933466.7334,-58.4858834801513
20371935967.984,-58.6922943002719
20376938469.2346,-58.8410159197281
20381940970.4852,-59.0400169394947
20386943471.7359,-59.060311815503
20391945972.9865,-59.1232069501835
20396948474.2371,-59.0418138922761
20401950975.4877,-59.1071167425753
20406953476.7384,-58.9786896795387
20411955977.989,-58.9134030523051
20416958479.2396,-58.8734654378205
20421960980.4902,-58.8503526564824
20426963481.7409,-58.8724499577245
20431965982.9915,-58.936545791287
20436968484.2421,-59.020156123495
20441970985.4927,-59.2074942451571
20446973486.7434,-59.3590890088005
20451975987.994,-59.5160734466706
20456978489.2446,-59.7115882429728
20461980990.4952,-59.7585663275891
20466983491.7459,-59.947560049186
20471985992.9965,-59.9542879446065
20476988494.2471,-60.0506741350041
20481990995.4977,-60.0472297961652
20486993496.7484,-60.0658762422167
20491995997.999,-60.0742558750286
20496998499.2496,-59.9512400243114
20502001000.5003,-59.8345706224079
20507003501.7509,-59.8425107913344
20512006003.0015,-59.7703252620091
